genome_id,antibiotic,resistant_phenotype,laboratory_typing_method
562.100687,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.98050,ceftazidime,Susceptible,Disk diffusion
562.100825,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.100008,ceftazidime,Susceptible,Disk diffusion
562.100096,ciprofloxacin,Susceptible,Disk diffusion
562.100835,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.100791,ampicillin,Resistant,Disk diffusion
562.100306,ampicillin,Resistant,Disk diffusion
562.57193,ampicillin,Susceptible,Broth dilution
562.145434,gentamicin,Susceptible,Broth dilution
562.99152,gentamicin,Resistant,Disk diffusion
562.58757,ceftazidime,Susceptible,Disk diffusion
562.57110,ampicillin,Resistant,Broth dilution
562.98495,ampicillin,Susceptible,Disk diffusion
562.57228,ciprofloxacin,Susceptible,Broth dilution
562.42664,meropenem,Susceptible,Broth dilution
562.19221,ceftriaxone,Resistant,Disk diffusion
562.98934,ceftazidime,Susceptible,Disk diffusion
562.22608,ceftazidime,Susceptible,Broth dilution
562.96826,meropenem,Susceptible,Broth dilution
562.99086,ceftazidime,Susceptible,Disk diffusion
562.144926,chloramphenicol,Resistant,Disk diffusion
562.96921,gentamicin,Susceptible,Broth dilution
562.96713,gentamicin,Resistant,Broth dilution
562.99639,ampicillin,Susceptible,Disk diffusion
562.144314,gentamicin,Susceptible,Broth dilution
562.97905,ciprofloxacin,Susceptible,Disk diffusion
562.22572,ceftazidime,Susceptible,Broth dilution
562.140895,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.96902,ceftazidime,Resistant,Broth dilution
562.64878,ampicillin,Resistant,
562.22546,ciprofloxacin,Susceptible,Broth dilution
562.97117,gentamicin,Susceptible,Broth dilution
562.100232,ciprofloxacin,Resistant,Disk diffusion
562.96610,ceftazidime,Susceptible,Broth dilution
562.99907,meropenem,Susceptible,Disk diffusion
562.100386,meropenem,Susceptible,Disk diffusion
562.99216,ciprofloxacin,Susceptible,Disk diffusion
562.99666,ceftazidime,Susceptible,Disk diffusion
562.98991,ciprofloxacin,Susceptible,Disk diffusion
562.23934,ciprofloxacin,Susceptible,Agar dilution
562.96418,ciprofloxacin,Resistant,Broth dilution
562.97214,ceftazidime,Susceptible,Broth dilution
562.7654,ampicillin,Resistant,Broth dilution
562.100472,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.56856,ampicillin,Resistant,Disk diffusion
562.99160,ampicillin,Susceptible,Disk diffusion
562.57417,ciprofloxacin,Resistant,Broth dilution
562.57183,ciprofloxacin,Resistant,Broth dilution
562.23251,gentamicin,Susceptible,Agar dilution
562.45603,trimethoprim/sulfamethoxazole,Resistant,Disk diffusion
562.99353,ampicillin,Resistant,Disk diffusion
562.22496,gentamicin,Susceptible,Broth dilution
562.100130,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.97868,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.23882,ceftazidime,Susceptible,Agar dilution
562.22980,gentamicin,Susceptible,Agar dilution
562.99035,ceftazidime,Susceptible,Disk diffusion
562.23605,ceftazidime,Susceptible,Agar dilution
562.145065,tetracycline,Susceptible,Disk diffusion
562.22761,ampicillin,Resistant,Broth dilution
562.99237,ampicillin,Resistant,Disk diffusion
562.97797,ampicillin,Susceptible,Disk diffusion
562.98149,ceftazidime,Susceptible,Disk diffusion
562.57505,gentamicin,Susceptible,Broth dilution
562.97150,gentamicin,Susceptible,Broth dilution
562.98474,ciprofloxacin,Susceptible,Disk diffusion
562.45675,gentamicin,Susceptible,Disk diffusion
562.28435,levofloxacin,Susceptible,Broth dilution
562.98689,ceftazidime,Susceptible,Disk diffusion
562.31457,chloramphenicol,Susceptible,Disk diffusion
562.23437,gentamicin,Susceptible,Agar dilution
562.98184,ciprofloxacin,Susceptible,Disk diffusion
562.7644,gentamicin,Susceptible,Broth dilution
562.96916,ciprofloxacin,Susceptible,Broth dilution
562.7572,gentamicin,Susceptible,Broth dilution
562.7576,meropenem,Susceptible,Broth dilution
562.28132,tetracycline,Resistant,Disk diffusion
562.96904,ceftazidime,Susceptible,Broth dilution
562.45659,gentamicin,Resistant,Disk diffusion
562.140884,ampicillin,Resistant,Disk diffusion
562.98202,ceftazidime,Susceptible,Disk diffusion
562.99498,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.99146,trimethoprim/sulfamethoxazole,Resistant,Disk diffusion
562.57229,ampicillin,Resistant,Broth dilution
562.22796,meropenem,Susceptible,Broth dilution
562.100371,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.99622,gentamicin,Susceptible,Disk diffusion
562.57309,ceftazidime,Susceptible,Broth dilution
562.99579,ampicillin,Resistant,Disk diffusion
562.98484,ampicillin,Susceptible,Disk diffusion
562.98201,ceftazidime,Susceptible,Disk diffusion
562.23053,ciprofloxacin,Resistant,Agar dilution
562.23333,ceftazidime,Susceptible,Agar dilution
562.22791,gentamicin,Susceptible,Broth dilution
562.98239,ciprofloxacin,Susceptible,Disk diffusion
562.42863,ceftazidime,Resistant,Broth dilution
562.100137,ciprofloxacin,Susceptible,Disk diffusion
562.97253,ciprofloxacin,Resistant,Broth dilution
562.22724,gentamicin,Susceptible,Broth dilution
562.99895,gentamicin,Susceptible,Disk diffusion
562.144945,tetracycline,Susceptible,Disk diffusion
562.65789,tetracycline,Resistant,
562.99947,ceftazidime,Susceptible,Disk diffusion
562.22965,gentamicin,Susceptible,Agar dilution
562.23678,gentamicin,Susceptible,Agar dilution
562.23448,ciprofloxacin,Susceptible,Agar dilution
562.56787,meropenem,Susceptible,Disk diffusion
562.100959,ampicillin,Resistant,Disk diffusion
562.7680,meropenem,Susceptible,Broth dilution
562.98021,ceftazidime,Susceptible,Disk diffusion
562.99113,ceftazidime,Susceptible,Disk diffusion
562.22925,gentamicin,Susceptible,Agar dilution
562.99181,ceftazidime,Susceptible,Disk diffusion
562.99290,ampicillin,Susceptible,Disk diffusion
562.96904,gentamicin,Susceptible,Broth dilution
562.22676,gentamicin,Susceptible,Broth dilution
562.145409,chloramphenicol,Resistant,Broth dilution
562.97778,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.98643,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.65016,ampicillin,Resistant,
562.58786,levofloxacin,Susceptible,Broth dilution
562.22630,meropenem,Susceptible,Broth dilution
562.100354,gentamicin,Susceptible,Disk diffusion
562.135565,ciprofloxacin,Resistant,Disk diffusion
562.145427,ciprofloxacin,Susceptible,Broth dilution
562.99466,trimethoprim/sulfamethoxazole,Resistant,Disk diffusion
562.140865,gentamicin,Susceptible,Disk diffusion
562.45659,trimethoprim/sulfamethoxazole,Resistant,Disk diffusion
562.144984,ceftazidime,Susceptible,Disk diffusion
562.145413,ampicillin,Resistant,Broth dilution
562.99078,ceftazidime,Susceptible,Disk diffusion
562.98934,ciprofloxacin,Susceptible,Disk diffusion
562.98601,ampicillin,Susceptible,Disk diffusion
562.23133,gentamicin,Susceptible,Agar dilution
562.57194,ciprofloxacin,Susceptible,Broth dilution
562.144332,meropenem,Susceptible,Broth dilution
562.99591,ceftazidime,Susceptible,Disk diffusion
562.97806,ceftazidime,Susceptible,Disk diffusion
562.11557,tetracycline,Resistant,
562.100811,ampicillin,Susceptible,Disk diffusion
562.100826,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.45598,ciprofloxacin,Resistant,Disk diffusion
562.99914,meropenem,Susceptible,Disk diffusion
562.22790,meropenem,Susceptible,Broth dilution
562.57378,ampicillin,Resistant,Broth dilution
562.100158,meropenem,Susceptible,Disk diffusion
562.100538,ceftazidime,Susceptible,Disk diffusion
562.100939,ciprofloxacin,Susceptible,Disk diffusion
562.99301,ceftazidime,Susceptible,Disk diffusion
562.97150,ciprofloxacin,Susceptible,Broth dilution
562.97487,ciprofloxacin,Resistant,Broth dilution
562.22540,meropenem,Susceptible,Broth dilution
562.97362,meropenem,Susceptible,Broth dilution
562.57104,ampicillin,Resistant,Broth dilution
562.140842,gentamicin,Resistant,Disk diffusion
562.42816,ceftriaxone,Resistant,Broth dilution
562.97977,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.23102,ciprofloxacin,Susceptible,Agar dilution
562.99300,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.42694,ceftriaxone,Resistant,Broth dilution
562.97058,meropenem,Susceptible,Broth dilution
562.23283,ciprofloxacin,Susceptible,Agar dilution
562.97323,ciprofloxacin,Resistant,Broth dilution
562.23621,ceftazidime,Susceptible,Agar dilution
562.97142,ceftazidime,Susceptible,Broth dilution
562.99904,ampicillin,Resistant,Disk diffusion
562.99533,meropenem,Susceptible,Disk diffusion
562.99251,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.45605,chloramphenicol,Resistant,Disk diffusion
562.23341,gentamicin,Susceptible,Agar dilution
562.22466,ciprofloxacin,Susceptible,Broth dilution
562.98097,meropenem,Susceptible,Disk diffusion
562.97492,ciprofloxacin,Resistant,Broth dilution
562.22885,ciprofloxacin,Susceptible,Agar dilution
562.98887,ciprofloxacin,Susceptible,Disk diffusion
562.99476,ampicillin,Susceptible,Disk diffusion
562.99084,gentamicin,Susceptible,Disk diffusion
562.100270,trimethoprim/sulfamethoxazole,Resistant,Disk diffusion
562.98415,ceftazidime,Susceptible,Disk diffusion
562.99662,meropenem,Susceptible,Disk diffusion
562.7720,tetracycline,Resistant,Broth dilution
562.96979,ceftazidime,Resistant,Broth dilution
562.57269,ciprofloxacin,Susceptible,Broth dilution
562.144306,gentamicin,Resistant,Broth dilution
562.98556,trimethoprim/sulfamethoxazole,Resistant,Disk diffusion
562.145072,chloramphenicol,Susceptible,Disk diffusion
562.98541,gentamicin,Susceptible,Disk diffusion
562.98030,gentamicin,Susceptible,Disk diffusion
562.96882,ciprofloxacin,Susceptible,Broth dilution
562.23393,ciprofloxacin,Resistant,Agar dilution
562.42854,trimethoprim/sulfamethoxazole,Susceptible,Broth dilution
562.23345,ciprofloxacin,Susceptible,Agar dilution
562.23036,ciprofloxacin,Susceptible,Agar dilution
562.97790,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.99825,ampicillin,Resistant,Disk diffusion
562.97502,meropenem,Susceptible,Broth dilution
562.56865,ampicillin,Resistant,Disk diffusion
562.100187,ampicillin,Susceptible,Disk diffusion
562.96531,ceftazidime,Susceptible,Broth dilution
562.97354,ciprofloxacin,Susceptible,Broth dilution
562.7753,ampicillin,Resistant,Broth dilution
562.23226,gentamicin,Resistant,Agar dilution
562.97903,ciprofloxacin,Susceptible,Disk diffusion
562.100155,meropenem,Susceptible,Disk diffusion
562.100664,gentamicin,Susceptible,Disk diffusion
562.97174,ciprofloxacin,Resistant,Broth dilution
562.65320,ampicillin,Susceptible,
562.140837,ampicillin,Resistant,Disk diffusion
562.42680,ceftriaxone,Resistant,Broth dilution
562.140872,gentamicin,Susceptible,Disk diffusion
562.99589,meropenem,Susceptible,Disk diffusion
562.16325,ceftazidime,Resistant,Broth dilution
562.22773,ciprofloxacin,Susceptible,Broth dilution
562.7697,chloramphenicol,Susceptible,Broth dilution
562.65675,ampicillin,Susceptible,
562.99853,ampicillin,Resistant,Disk diffusion
562.42660,levofloxacin,Resistant,Broth dilution
562.96656,ceftazidime,Susceptible,Broth dilution
562.97825,meropenem,Susceptible,Disk diffusion
562.23014,ciprofloxacin,Susceptible,Agar dilution
562.144950,ceftriaxone,Susceptible,Disk diffusion
562.99190,ceftazidime,Susceptible,Disk diffusion
562.56761,meropenem,Susceptible,Disk diffusion
562.99070,ampicillin,Resistant,Disk diffusion
562.99264,ceftazidime,Susceptible,Disk diffusion
562.22927,gentamicin,Susceptible,Agar dilution
562.57166,ceftazidime,Resistant,Broth dilution
562.7758,ceftriaxone,Susceptible,Broth dilution
562.65230,ampicillin,Susceptible,
562.98839,ceftazidime,Susceptible,Disk diffusion
562.140919,ampicillin,Resistant,Disk diffusion
562.99784,ciprofloxacin,Susceptible,Disk diffusion
562.97924,ciprofloxacin,Susceptible,Disk diffusion
562.22924,ciprofloxacin,Susceptible,Agar dilution
562.7739,ciprofloxacin,Susceptible,Broth dilution
562.145020,ciprofloxacin,Susceptible,Disk diffusion
562.99034,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.98336,ciprofloxacin,Susceptible,Disk diffusion
562.144951,gentamicin,Susceptible,Disk diffusion
562.145414,ceftriaxone,Resistant,Broth dilution
562.98288,ampicillin,Susceptible,Disk diffusion
562.99093,ceftazidime,Susceptible,Disk diffusion
562.22470,meropenem,Susceptible,Broth dilution
562.98156,ampicillin,Susceptible,Disk diffusion
562.140890,ceftazidime,Resistant,Disk diffusion
562.42693,ceftazidime,Resistant,Broth dilution
562.140882,meropenem,Susceptible,Disk diffusion
562.144960,gentamicin,Susceptible,Disk diffusion
562.99253,ceftazidime,Susceptible,Disk diffusion
562.23449,gentamicin,Susceptible,Agar dilution
562.99556,meropenem,Susceptible,Disk diffusion
562.99385,gentamicin,Susceptible,Disk diffusion
562.98110,gentamicin,Susceptible,Disk diffusion
562.22547,ceftazidime,Susceptible,Broth dilution
562.58720,gentamicin,Resistant,Broth dilution
562.98256,ciprofloxacin,Susceptible,Disk diffusion
562.42688,ceftazidime,Susceptible,Broth dilution
562.23069,gentamicin,Susceptible,Agar dilution
562.99898,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.99185,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.100292,meropenem,Susceptible,Disk diffusion
562.100628,gentamicin,Susceptible,Disk diffusion
562.98726,gentamicin,Susceptible,Disk diffusion
562.100242,ciprofloxacin,Susceptible,Disk diffusion
562.145400,tetracycline,Resistant,Broth dilution
562.45624,ceftriaxone,Susceptible,Disk diffusion
562.97350,ceftazidime,Susceptible,Broth dilution
562.98601,ciprofloxacin,Susceptible,Disk diffusion
562.98531,ampicillin,Susceptible,Disk diffusion
562.100195,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.42810,ceftriaxone,Resistant,Broth dilution
562.145078,ciprofloxacin,Susceptible,Disk diffusion
562.22709,ampicillin,Susceptible,Broth dilution
562.97319,ciprofloxacin,Susceptible,Broth dilution
562.65106,ampicillin,Susceptible,
562.97396,ceftazidime,Susceptible,Broth dilution
562.22550,meropenem,Susceptible,Broth dilution
562.98486,ampicillin,Susceptible,Disk diffusion
562.100053,ampicillin,Susceptible,Disk diffusion
562.98481,ampicillin,Susceptible,Disk diffusion
562.23423,ciprofloxacin,Susceptible,Agar dilution
562.98646,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.100634,meropenem,Susceptible,Disk diffusion
562.23813,ceftazidime,Susceptible,Agar dilution
562.97862,ampicillin,Susceptible,Disk diffusion
562.99310,ampicillin,Susceptible,Disk diffusion
562.96960,ciprofloxacin,Resistant,Broth dilution
562.22989,ceftazidime,Susceptible,Agar dilution
562.97829,meropenem,Susceptible,Disk diffusion
562.23923,gentamicin,Susceptible,Agar dilution
562.98051,ciprofloxacin,Susceptible,Disk diffusion
562.98695,ampicillin,Susceptible,Disk diffusion
562.98507,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.99509,ciprofloxacin,Susceptible,Disk diffusion
562.22722,gentamicin,Susceptible,Broth dilution
562.145442,tetracycline,Resistant,Broth dilution
562.98898,ciprofloxacin,Susceptible,Disk diffusion
562.97196,ceftazidime,Susceptible,Broth dilution
562.98807,ceftazidime,Susceptible,Disk diffusion
562.100195,meropenem,Susceptible,Disk diffusion
562.99578,meropenem,Susceptible,Disk diffusion
562.99888,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.22658,meropenem,Susceptible,Broth dilution
562.23574,ciprofloxacin,Resistant,Agar dilution
562.99627,trimethoprim/sulfamethoxazole,Resistant,Disk diffusion
562.57232,gentamicin,Susceptible,Broth dilution
562.42682,ceftazidime,Resistant,Broth dilution
562.100635,meropenem,Susceptible,Disk diffusion
562.57441,gentamicin,Resistant,Broth dilution
562.98694,trimethoprim/sulfamethoxazole,Resistant,Disk diffusion
562.99229,ceftazidime,Susceptible,Disk diffusion
562.57085,ceftazidime,Resistant,Broth dilution
562.100556,ciprofloxacin,Susceptible,Disk diffusion
562.99132,gentamicin,Susceptible,Disk diffusion
562.99918,ceftazidime,Susceptible,Disk diffusion
562.23397,ceftazidime,Susceptible,Agar dilution
562.140843,ampicillin,Resistant,Disk diffusion
562.58785,tetracycline,Susceptible,Disk diffusion
562.140918,ciprofloxacin,Resistant,Disk diffusion
562.31460,ceftazidime,Resistant,Disk diffusion
562.100559,ceftazidime,Susceptible,Disk diffusion
562.22504,meropenem,Susceptible,Broth dilution
562.145037,ciprofloxacin,Susceptible,Disk diffusion
562.42675,ceftazidime,Resistant,Broth dilution
562.100820,meropenem,Susceptible,Disk diffusion
562.23142,gentamicin,Susceptible,Agar dilution
562.98711,gentamicin,Susceptible,Disk diffusion
562.23211,ceftazidime,Susceptible,Agar dilution
562.42812,trimethoprim/sulfamethoxazole,Resistant,Broth dilution
562.97912,ampicillin,Susceptible,Disk diffusion
562.99988,gentamicin,Susceptible,Disk diffusion
562.99376,ampicillin,Susceptible,Disk diffusion
562.140885,ciprofloxacin,Resistant,Disk diffusion
562.57088,ampicillin,Resistant,Broth dilution
562.99715,ceftazidime,Susceptible,Disk diffusion
562.100836,ceftazidime,Susceptible,Disk diffusion
562.64845,ampicillin,Resistant,
562.98768,ciprofloxacin,Susceptible,Disk diffusion
562.98604,ceftazidime,Susceptible,Disk diffusion
562.23049,gentamicin,Susceptible,Agar dilution
562.28132,chloramphenicol,Resistant,Disk diffusion
562.98058,meropenem,Susceptible,Disk diffusion
562.57148,ampicillin,Resistant,Broth dilution
562.97005,gentamicin,Susceptible,Broth dilution
562.56795,meropenem,Susceptible,Disk diffusion
562.56859,meropenem,Susceptible,Disk diffusion
562.100605,gentamicin,Susceptible,Disk diffusion
562.42722,ampicillin,Resistant,Broth dilution
562.7685,trimethoprim/sulfamethoxazole,Resistant,Broth dilution
562.45642,ceftazidime,Susceptible,Disk diffusion
562.144920,chloramphenicol,Resistant,Disk diffusion
562.100171,ciprofloxacin,Susceptible,Disk diffusion
562.100202,gentamicin,Susceptible,Disk diffusion
562.57263,ciprofloxacin,Resistant,Broth dilution
562.57437,ceftazidime,Resistant,Broth dilution
562.42844,trimethoprim/sulfamethoxazole,Susceptible,Broth dilution
562.98648,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.100018,ciprofloxacin,Resistant,Disk diffusion
562.99594,ampicillin,Susceptible,Disk diffusion
562.98250,meropenem,Susceptible,Disk diffusion
562.99309,ciprofloxacin,Susceptible,Disk diffusion
562.100036,meropenem,Susceptible,Disk diffusion
562.97870,gentamicin,Susceptible,Disk diffusion
562.96567,ceftazidime,Susceptible,Broth dilution
562.65183,ampicillin,Resistant,
562.57248,ceftazidime,Resistant,Broth dilution
562.42714,ciprofloxacin,Resistant,Broth dilution
562.64929,ampicillin,Susceptible,
562.98698,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.98971,ciprofloxacin,Susceptible,Disk diffusion
562.22804,ciprofloxacin,Susceptible,Broth dilution
562.100924,ciprofloxacin,Susceptible,Disk diffusion
562.42651,trimethoprim/sulfamethoxazole,Resistant,Broth dilution
562.98175,ciprofloxacin,Susceptible,Disk diffusion
562.65407,ampicillin,Resistant,
562.98576,ampicillin,Resistant,Disk diffusion
562.31464,ceftriaxone,Susceptible,Disk diffusion
562.23604,ciprofloxacin,Susceptible,Agar dilution
562.99544,gentamicin,Susceptible,Disk diffusion
562.96523,gentamicin,Susceptible,Broth dilution
562.65203,ampicillin,Resistant,
562.97783,ceftazidime,Susceptible,Disk diffusion
562.23843,gentamicin,Susceptible,Agar dilution
562.100912,ceftazidime,Susceptible,Disk diffusion
562.98380,gentamicin,Susceptible,Disk diffusion
562.96437,meropenem,Susceptible,Broth dilution
562.23859,ciprofloxacin,Resistant,Agar dilution
562.7741,chloramphenicol,Susceptible,Broth dilution
562.140876,ceftazidime,Resistant,Disk diffusion
562.23250,gentamicin,Susceptible,Agar dilution
562.98369,ciprofloxacin,Susceptible,Disk diffusion
562.100947,ceftazidime,Susceptible,Disk diffusion
562.100188,ciprofloxacin,Susceptible,Disk diffusion
562.96606,gentamicin,Susceptible,Broth dilution
562.23712,gentamicin,Susceptible,Agar dilution
562.57439,ampicillin,Resistant,Broth dilution
562.23819,gentamicin,Susceptible,Agar dilution
562.98832,gentamicin,Susceptible,Disk diffusion
562.99576,ampicillin,Susceptible,Disk diffusion
562.100404,gentamicin,Susceptible,Disk diffusion
562.22873,ceftazidime,Susceptible,Broth dilution
562.96486,gentamicin,Resistant,Broth dilution
562.98179,ceftazidime,Susceptible,Disk diffusion
562.98774,ampicillin,Resistant,Disk diffusion
562.100118,ampicillin,Susceptible,Disk diffusion
562.97998,meropenem,Susceptible,Disk diffusion
562.100327,gentamicin,Susceptible,Disk diffusion
562.22852,gentamicin,Susceptible,Agar dilution
562.23322,ceftazidime,Susceptible,Agar dilution
562.42728,gentamicin,Susceptible,Broth dilution
562.99933,meropenem,Susceptible,Disk diffusion
562.144972,ciprofloxacin,Susceptible,Disk diffusion
562.97859,ciprofloxacin,Susceptible,Disk diffusion
562.57436,ciprofloxacin,Resistant,Broth dilution
562.57380,ciprofloxacin,Resistant,Broth dilution
562.96937,meropenem,Susceptible,Broth dilution
562.100373,gentamicin,Susceptible,Disk diffusion
562.98970,ampicillin,Susceptible,Disk diffusion
562.57251,ciprofloxacin,Susceptible,Broth dilution
562.28997,tetracycline,Resistant,Disk diffusion
562.97328,ciprofloxacin,Resistant,Broth dilution
562.100069,gentamicin,Susceptible,Disk diffusion
562.99242,meropenem,Susceptible,Disk diffusion
562.100150,ciprofloxacin,Susceptible,Disk diffusion
562.57317,ciprofloxacin,Susceptible,Broth dilution
562.45605,levofloxacin,Resistant,Disk diffusion
562.98636,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.99628,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.100796,meropenem,Susceptible,Disk diffusion
562.23214,gentamicin,Susceptible,Agar dilution
562.98045,ciprofloxacin,Susceptible,Disk diffusion
562.97765,gentamicin,Susceptible,Disk diffusion
562.99443,gentamicin,Susceptible,Disk diffusion
562.145079,meropenem,Susceptible,Disk diffusion
562.100801,meropenem,Susceptible,Disk diffusion
562.99536,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.97921,ceftazidime,Susceptible,Disk diffusion
562.98150,ampicillin,Susceptible,Disk diffusion
562.99137,gentamicin,Susceptible,Disk diffusion
562.57283,gentamicin,Resistant,Broth dilution
562.98413,ciprofloxacin,Susceptible,Disk diffusion
562.97326,ceftazidime,Susceptible,Broth dilution
562.100309,meropenem,Susceptible,Disk diffusion
562.144216,meropenem,Resistant,Broth dilution
562.145433,chloramphenicol,Resistant,Broth dilution
562.45634,trimethoprim/sulfamethoxazole,Resistant,Disk diffusion
562.97911,gentamicin,Susceptible,Disk diffusion
562.65699,ampicillin,Susceptible,
562.42670,gentamicin,Resistant,Broth dilution
562.97061,ceftazidime,Resistant,Broth dilution
562.65141,ampicillin,Resistant,
562.99942,gentamicin,Susceptible,Disk diffusion
562.99638,ciprofloxacin,Resistant,Disk diffusion
562.145010,ampicillin,Susceptible,Disk diffusion
562.96424,gentamicin,Susceptible,Broth dilution
562.100014,ampicillin,Resistant,Disk diffusion
562.56808,ampicillin,Resistant,Disk diffusion
562.99234,ciprofloxacin,Susceptible,Disk diffusion
562.98834,gentamicin,Susceptible,Disk diffusion
562.65786,trimethoprim/sulfamethoxazole,Resistant,Disk diffusion
562.97347,gentamicin,Susceptible,Broth dilution
562.97196,meropenem,Susceptible,Broth dilution
562.99980,ceftazidime,Susceptible,Disk diffusion
562.42751,ampicillin,Resistant,Broth dilution
562.99877,meropenem,Susceptible,Disk diffusion
562.145399,chloramphenicol,Susceptible,Broth dilution
562.98587,ceftazidime,Susceptible,Disk diffusion
562.140891,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.45645,ciprofloxacin,Resistant,Disk diffusion
562.140887,ampicillin,Resistant,Disk diffusion
562.99501,gentamicin,Resistant,Disk diffusion
562.7722,gentamicin,Susceptible,Broth dilution
562.100276,ampicillin,Susceptible,Disk diffusion
562.100150,meropenem,Susceptible,Disk diffusion
562.144957,ampicillin,Susceptible,Disk diffusion
562.58771,ceftriaxone,Susceptible,Broth dilution
562.96841,ciprofloxacin,Susceptible,Broth dilution
562.99120,meropenem,Susceptible,Disk diffusion
562.144969,ceftriaxone,Susceptible,Disk diffusion
562.58651,chloramphenicol,Susceptible,Disk diffusion
562.100896,ciprofloxacin,Susceptible,Disk diffusion
562.98970,gentamicin,Susceptible,Disk diffusion
562.98900,gentamicin,Susceptible,Disk diffusion
562.98214,ampicillin,Susceptible,Disk diffusion
562.145007,tetracycline,Resistant,Disk diffusion
562.99946,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.100923,ampicillin,Resistant,Disk diffusion
562.99204,ceftazidime,Susceptible,Disk diffusion
562.22933,ciprofloxacin,Resistant,Agar dilution
562.145437,ampicillin,Susceptible,Broth dilution
562.96929,ciprofloxacin,Susceptible,Broth dilution
562.96675,ceftazidime,Susceptible,Broth dilution
562.100245,ampicillin,Resistant,Disk diffusion
562.100199,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.99357,ampicillin,Resistant,Disk diffusion
562.31463,ceftriaxone,Susceptible,Disk diffusion
562.99856,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.145029,ceftazidime,Susceptible,Disk diffusion
562.7680,tetracycline,Susceptible,Broth dilution
562.99139,meropenem,Susceptible,Disk diffusion
562.98826,gentamicin,Resistant,Disk diffusion
562.57239,gentamicin,Susceptible,Broth dilution
562.22715,meropenem,Susceptible,Broth dilution
562.98260,trimethoprim/sulfamethoxazole,Resistant,Disk diffusion
562.7582,ampicillin,Resistant,Broth dilution
562.98424,gentamicin,Susceptible,Disk diffusion
562.65741,ampicillin,Resistant,
562.144973,meropenem,Susceptible,Disk diffusion
562.97231,meropenem,Susceptible,Broth dilution
562.99526,meropenem,Susceptible,Disk diffusion
562.42775,tetracycline,Resistant,Broth dilution
562.140855,meropenem,Susceptible,Disk diffusion
562.22923,ciprofloxacin,Resistant,Agar dilution
562.99305,ceftazidime,Susceptible,Disk diffusion
562.97344,ceftazidime,Susceptible,Broth dilution
562.98085,gentamicin,Susceptible,Disk diffusion
562.97079,ciprofloxacin,Resistant,Broth dilution
562.98987,meropenem,Susceptible,Disk diffusion
562.96767,ciprofloxacin,Resistant,Broth dilution
562.42789,levofloxacin,Resistant,Broth dilution
562.22428,gentamicin,Susceptible,Broth dilution
562.97059,ceftazidime,Susceptible,Broth dilution
562.65617,ampicillin,Susceptible,
562.97776,ciprofloxacin,Susceptible,Disk diffusion
562.96828,gentamicin,Susceptible,Broth dilution
562.22965,ceftazidime,Susceptible,Agar dilution
562.100278,trimethoprim/sulfamethoxazole,Resistant,Disk diffusion
562.98462,ceftazidime,Susceptible,Disk diffusion
562.45589,ciprofloxacin,Resistant,Disk diffusion
562.97370,ceftazidime,Susceptible,Broth dilution
562.7699,ampicillin,Resistant,Broth dilution
562.99999,gentamicin,Resistant,Disk diffusion
562.98852,ceftazidime,Susceptible,Disk diffusion
562.98310,meropenem,Susceptible,Disk diffusion
562.98263,ampicillin,Susceptible,Disk diffusion
562.22547,meropenem,Susceptible,Broth dilution
562.22493,ampicillin,Susceptible,Broth dilution
562.65076,ampicillin,Resistant,
562.99283,ceftazidime,Susceptible,Disk diffusion
562.135570,chloramphenicol,Resistant,Disk diffusion
